Company,Ticker,Sector,Last Sale,Net Change,% Change,Market Cap,Volume,52 wk high,52 wk low,beta,P/E,Avg Volume
"UNDER ARMOUR, INC. (XNYS:UA)",UA,Consumer Non-Durables,$19.11,0.16,0.84%,8696067932,907512,$19.62,$6.37,1.25,0,"4,667,896"
"UNDER ARMOUR, INC. (XNYS:UAA)",UAA,Consumer Non-Durables,$23.02,0.28,1.23%,10475326206,4210761,$23.50,$7.15,1.25,0,"6,266,557"
CVR PARTNERS UNT (XNYS:UAN),UAN,Basic Industries,$24.78,0.68,2.82%,264955987,8239,$28.04,$5.75,#FIELD!,#FIELD!,"40,431"
URSTADT BIDDLE PROPERTIES INC. (XNYS:UBA),UBA,Consumer Services,$15.88,-0.37,-2.28%,639653848,63805,$21.35,$8.22,1.05,73.22,"180,316"
"UBER TECHNOLOGIES, INC. (XNYS:UBER)",UBER,Miscellaneous,$54.81,0.41,0.75%,1.01E+11,9278107,$64.05,$13.71,#FIELD!,0,"23,114,514"
URSTADT BIDDLE PROPERTIES INC. (XNYS:UBP),UBP,Consumer Services,$13.61,-0.14,-1.02%,548217183,4933,$16.85,$8.18,1.05,62.42,"3,760"
UBS Group AG (XNYS:UBS),UBS,Finance,$15.97,0.16,1.01%,56718706936,1786910,$16.20,$7.48,1.38,8.85,"3,002,113"
"UDR, INC. (XNYS:UDR)",UDR,Consumer Services,$42.09,0,0.00%,12493195680,659715,$49.46,$29.20,0.72,211.17,"1,680,465"
URBAN EDGE PROPERTIES (XNYS:UE),UE,Finance,$16.24,-0.46,-2.75%,1900388771,454869,$17.73,$6.74,1.78,21.25,"780,499"
"UNIFI, INC. (XNYS:UFI)",UFI,Consumer Non-Durables,$25.76,0.41,1.62%,476064120,36075,$26.31,$7.48,0.82,0,"94,931"
DOMTAR CORPORATION (XNYS:UFS),UFS,Basic Industries,$37.42,1.31,3.63%,2065379612,549266,$39.33,$18.40,1.94,0,"896,060"
UGI CORPORATION (XNYS:UGI),UGI,Public Utilities,$38.65,0.105,0.27%,8059563958,385384,$40.67,$21.75,0.97,12.97,"1,078,013"
ULTRAPAR HOLDINGS INC. (XNYS:UGP),UGP,Public Utilities,$3.21,-0.1687,-4.99%,3494025986,3663422,$4.74,$1.97,1.33,21.46,"1,993,548"
"UNIVERSAL HEALTH SERVICES, INC. (XNYS:UHS)",UHS,Health Care,$129.49,1.59,1.24%,11004258708,238093,$143.84,$65.20,1.18,11.62,"640,002"
UNIVERSAL HEALTH REALTY INCOME TRUST (XNYS:UHT),UHT,Consumer Services,$61.89,-0.76,-1.21%,852257421,13168,$114.23,$52.25,0.79,44.35,"49,169"
UBIQUITI INC. (XNYS:UI),UI,Technology,$328.99,-8.47,-2.51%,20663592786,24886,$362.89,$110.01,1.47,41.91,"124,247"
UNISYS CORPORATION (XNYS:UIS),UIS,Technology,$25.17,0.04,0.16%,1586662735,114488,$26.84,$8.25,0.62,0,"609,600"
UNILEVER PLC (XNYS:UL),UL,Basic Industries,$53.35,0.7116,1.35%,1.40E+11,1299800,$63.89,$44.06,0.45,20.33,"2,729,709"
UNITED MICROELECTRONICS CORP. (XNYS:UMC),UMC,Technology,$9.50,-0.565,-5.62%,23589378000,6710202,$11.28,$2.10,1.04,23.81,"8,007,864"
"UMH PROPERTIES, INC. (XNYS:UMH)",UMH,Consumer Services,$17.15,0.0781,0.46%,715239003,90730,$17.67,$8.63,1.07,0,"196,060"
UNIFIRST CORPORATION (XNYS:UNF),UNF,Consumer Services,$245.59,0.33,0.14%,4631328361,32438,$249.79,$121.89,1.09,36.01,"61,369"
"UNITED NATURAL FOODS, INC. (XNYS:UNFI)",UNFI,Consumer Non-Durables,$28.40,-0.05,-0.18%,1594245161,299532,$32.18,$5.00,1.21,14.5,"1,385,844"
UNITEDHEALTH GROUP INCORPORATED (XNYS:UNH),UNH,Health Care,$336.88,2.23,0.67%,3.20E+11,1125548,$367.95,$187.72,0.74,20.88,"3,588,042"
UNUM GROUP (XNYS:UNM),UNM,Finance,$27.12,-0.08,-0.29%,5525191744,939442,$28.17,$9.58,1.75,6.99,"2,505,658"
UNUM GROUP (XNYS:UNMA),UNMA,Finance,$26.42,0.07,0.27%,0,5102,$28.05,$15.00,1.75,0,"17,390"
UNION PACIFIC CORPORATION (XNYS:UNP),UNP,Transportation,$210.54,1.36,0.65%,1.41E+11,1164355,$221.28,$105.08,1.14,26.56,"3,027,000"
UNIVAR SOLUTIONS INC. (XNYS:UNVR),UNVR,Consumer Durables,$20.18,-0.165,-0.81%,3411599904,460355,$22.08,$6.40,1.95,65.37,"928,831"
"UNITED PARCEL SERVICE, INC. (XNYS:UPS)",UPS,Transportation,$162.83,1.355,0.84%,1.41E+11,1227014,$178.01,$82.00,1,104.74,"3,596,214"
"UNITED RENTALS, INC. (XNYS:URI)",URI,Technology,$295.54,-6.95,-2.30%,21337774029,349463,$321.94,$58.85,2.1,24.76,"850,963"
Liberty All-Star Equity (XNYS:USA),USA,,$7.50,0.03,0.40%,1596395468,631756,$7.54,$3.67,1.06,#FIELD!,"878,789"
USA COMPRESSION PARTNERS COM UNT (XNYS:USAC),USAC,Public Utilities,$14.05,0.04,0.29%,1362798071,160768,$16.45,$3.52,#FIELD!,#FIELD!,"313,695"
U.S. BANCORP (XNYS:USB),USB,Finance,$50.99,-0.17,-0.33%,76593921320,3704641,$53.54,$28.36,1.15,16.72,"6,962,179"
USD PARTNERS UNT (XNYS:USDP),USDP,Transportation,$4.97,-0.075,-1.49%,133282133,31055,$9.15,$1.00,#FIELD!,#FIELD!,"144,567"
US FOODS HOLDING CORP. (XNYS:USFD),USFD,Consumer Non-Durables,$37.00,-0.04,-0.11%,8171399199,858773,$38.27,$8.32,1.82,0,"2,056,496"
UNITED STATES CELLULAR CORPORATION (XNYS:USM),USM,Public Utilities,$30.32,0.55,1.85%,2610109328,66409,$37.28,$23.91,0.65,14.51,"188,292"
"USANA HEALTH SCIENCES, INC. (XNYS:USNA)",USNA,Consumer Durables,$99.36,0.635,0.64%,2090224330,54106,$101.50,$43.01,0.99,16.83,"125,534"
"U. S. PHYSICAL THERAPY, INC. (XNYS:USPH)",USPH,Health Care,$114.42,-1.94,-1.67%,1470337047,28145,$143.67,$45.13,1.51,49.38,"78,308"
"U.S. XPRESS ENTERPRISES, INC. (XNYS:USX)",USX,Transportation,$10.16,0.32,3.25%,503766267,225956,$11.34,$2.65,#FIELD!,27.42,"380,638"
Cohen & Steers Infrastrc (XNYS:UTF),UTF,,$26.70,0.3199,1.21%,2497049648,105251,$27.48,$12.10,1.1,#FIELD!,"258,916"
"UNIVERSAL TECHNICAL INSTITUTE, INC. (XNYS:UTI)",UTI,Consumer Services,$6.24,-0.05,-0.80%,204296034,19356,$8.31,$2.75,1.06,0,"162,404"
Unitil Corporation (XNYS:UTL),UTL,Public Utilities,$42.71,-0.01,-0.02%,641228379,29256,$61.86,$32.80,0.47,19.99,"61,448"
"UTZ BRANDS, INC. (XNYS:UTZ)",UTZ,Consumer Non-Durables,$25.38,-0.155,-0.61%,3060736941,173531,$26.62,$9.84,#FIELD!,0,"605,156"
"UNIVERSAL INSURANCE HOLDINGS, INC. (XNYS:UVE)",UVE,Finance,$14.99,0.24,1.63%,469697859,57295,$23.24,$10.74,1.12,0,"243,952"
UNIVERSAL CORPORATION (XNYS:UVV),UVV,Consumer Services,$51.61,-0.231,-0.45%,1265187771,40547,$54.70,$37.04,0.7,20.22,"156,015"
UNITED STATES CELLULAR CORPORATION (XNYS:UZA),UZA,Public Utilities,$25.54,0.04,0.16%,0,5952,$26.33,$13.49,0.65,0,"15,569"
UNITED STATES CELLULAR CORPORATION (XNYS:UZB),UZB,Public Utilities,$25.17,0.02,0.08%,0,7828,$26.38,$13.25,0.65,0,"11,783"
UNITED STATES CELLULAR CORPORATION (XNYS:UZC),UZC,Public Utilities,$25.20,0.0239,0.10%,0,13388,$26.80,$13.45,0.65,0,"15,902"
UNITED STATES CELLULAR CORPORATION (XNYS:UZD),UZD,Public Utilities,$25.43,0.1,0.40%,0,58552,$27.67,$25.00,0.65,0,"72,063"
UNITED STATES CELLULAR CORPORATION (XNYS:UZE),UZE,Public Utilities,$24.77,0.165,0.67%,0,33861,$25.50,$24.26,0.65,0,"102,780"
VISA INC. (XNYS:V),V,Miscellaneous,$217.19,0.555,0.26%,4.64E+11,3041461,$220.53,$133.93,0.99,48.09,"11,169,496"
MARRIOTT VACATIONS WORLDWIDE CORPORATION (XNYS:VAC),VAC,Finance,$169.76,-5.33,-3.04%,6976807854,229072,$179.71,$30.10,2.66,0,"664,729"
Vale SA (XNYS:VALE),VALE,Basic Industries,$17.81,0.275,1.57%,91338064322,19520778,$19.00,$6.49,0.95,17.48,"27,350,106"
"VAPOTHERM, INC. (XNYS:VAPO)",VAPO,Health Care,$24.91,-0.31,-1.23%,642840064,119556,$54.42,$6.86,#FIELD!,0,"442,539"
"VARIAN MEDICAL SYSTEMS, INC. (XNYS:VAR)",VAR,Health Care,$176.00,0.09,0.05%,16163631088,268152,$176.50,$89.62,1.09,58.62,"719,346"
Invesco Bond Fund (XNYS:VBF),VBF,,$19.90,-0.0984,-0.49%,226612195,27543,$21.78,$15.24,1.09,#FIELD!,"19,605"
Vertical Capital Income (XNYS:VCIF),VCIF,,$10.35,0.03,0.29%,107433031,1704,$11.00,$7.50,0.22,#FIELD!,"21,851"
"VOCERA COMMUNICATIONS, INC. (XNYS:VCRA)",VCRA,Capital Goods,$42.68,-1.49,-3.37%,1386817928,93838,$55.60,$15.89,0.21,0,"444,841"
Invesco CA Value Muni (XNYS:VCV),VCV,,$12.86,0.02,0.16%,615548195,19888,$13.51,$8.83,1.67,#FIELD!,"85,388"
"VECTRUS, INC. (XNYS:VEC)",VEC,Consumer Services,$56.31,1.235,2.24%,654521301,40807,$58.28,$28.90,1.54,21.01,"51,109"
Vedanta Limited (XNYS:VEDL),VEDL,Basic Industries,$12.00,0.04,0.33%,11114012400,677527,$12.03,$3.24,1.78,0,"926,881"
VEEVA SYSTEMS INC. (XNYS:VEEV),VEEV,Technology,$289.61,-4.1,-1.40%,43865948651,708505,$325.54,$118.11,0.76,148.03,"850,397"
"VELOCITY FINANCIAL, INC. (XNYS:VEL)",VEL,Finance,$7.55,0.21,2.86%,151660580,15076,$14.25,$2.24,#FIELD!,0,"20,303"
"VEREIT, INC. (XNYS:VER)",VER,Consumer Services,$38.97,-0.26,-0.66%,8925285772,709331,$46.60,$17.78,1.12,53.21,"1,533,888"
Vermilion Energy Inc. (XNYS:VET),VET,Energy,$6.31,0.045,0.72%,998081500,1121736,$10.98,$1.50,3.8,0,"2,732,617"
V.F. CORPORATION (XNYS:VFC),VFC,Consumer Non-Durables,$82.10,0.93,1.15%,32159696166,956796,$89.68,$45.07,1.43,0,"2,191,298"
VG Acquisition Corp (XNYS:VGAC),VGAC,Capital Goods,$11.38,-0.29,-2.49%,723412375,669287,$18.16,$9.65,#FIELD!,0,"6,176,232"
Virtus Glbl MSec Inc (XNYS:VGI),VGI,,$12.06,-0.0151,-0.13%,136423953,19359,$13.15,$6.80,2.04,#FIELD!,"56,504"
Invesco Tr Inv Grd (XNYS:VGM),VGM,,$13.45,0.0841,0.63%,729552555,105322,$13.62,$8.62,#FIELD!,#FIELD!,"110,325"
VECTOR GROUP LTD. (XNYS:VGR),VGR,Consumer Non-Durables,$13.97,-0.144,-1.02%,2140895038,305912,$14.60,$7.92,1.2,31.39,"921,719"
VIRNETX HOLDING CORPORATION (XNYS:VHC),VHC,Miscellaneous,$7.04,-0.17,-2.36%,500252333,185098,$8.24,$3.90,0.73,1.82,"964,842"
"VALHI, INC. (XNYS:VHI)",VHI,Basic Industries,$19.57,1.0857,5.88%,553182856,9222,$20.86,$9.02,1.95,12.87,"13,008"
VIA optronics AG (XNYS:VIAO),VIAO,Technology,$14.36,0.665,4.86%,325191064,21959,$15.57,$7.04,#FIELD!,0,"31,317"
VICI PROPERTIES INC. (XNYS:VICI),VICI,Consumer Services,$28.58,-0.295,-1.02%,15335148511,2589526,$29.20,$9.85,1.13,17.08,"5,649,845"
VIPSHOP HOLDINGS LIMITED (XNYS:VIPS),VIPS,Consumer Services,$39.02,0.275,0.71%,26425782400,2270215,$39.41,$12.28,0.73,29.29,"8,509,773"
Vista Oil & Gas SAB de CV (XNYS:VIST),VIST,Energy,$2.64,-0.04,-1.49%,231403529,507116,$6.96,$1.80,-0.03,0,"637,793"
Telefonica Brasil SA (XNYS:VIV),VIV,Public Utilities,$7.64,-0.125,-1.61%,12883088816,1137305,$9.43,$7.44,0.51,0,"1,439,651"
Invesco Municipal Trust (XNYS:VKQ),VKQ,,$13.14,0.1547,1.19%,727167788,55544,$13.36,$9.08,#FIELD!,#FIELD!,"112,053"
VALERO ENERGY CORPORATION (XNYS:VLO),VLO,Energy,$77.44,-0.36,-0.46%,31639110279,1620611,$79.46,$31.00,2.22,0,"4,144,539"
Volaris Aviation Holding Company (XNYS:VLRS),VLRS,Transportation,$15.64,0.06,0.39%,1793763158,353840,$16.39,$2.94,2.87,0,"520,766"
Invesco High Inc II (XNYS:VLT),VLT,,$13.84,0,0.00%,89887243,20818,$14.23,$8.09,#FIELD!,#FIELD!,"16,804"
VULCAN MATERIALS COMPANY (XNYS:VMC),VMC,Basic Industries,$169.76,-2.2,-1.28%,22495128643,400280,$175.02,$65.56,0.58,38.97,"740,936"
"VALMONT INDUSTRIES, INC. (XNYS:VMI)",VMI,Capital Goods,$241.47,-3.155,-1.29%,5122727785,64110,$246.63,$82.60,1.21,37.27,"197,081"
Invesco Muni Oppty Tr (XNYS:VMO),VMO,,$13.29,0.17,1.30%,895939064,156269,$13.45,$8.61,#FIELD!,#FIELD!,"154,780"
"VMWARE, INC. (XNYS:VMW)",VMW,Technology,$140.54,0.13,0.09%,58995595904,526996,$161.95,$86.00,0.8,28.84,"1,419,481"
Vince Holding Corp. (XNYS:VNCE),VNCE,Consumer Services,$8.36,-0.31,-3.58%,98666685,6558,$11.51,$3.16,2.57,0,"11,185"
"VEONEER, INC. (XNYS:VNE)",VNE,Capital Goods,$28.15,-0.08,-0.28%,3142600073,276939,$30.71,$5.25,#FIELD!,0,"799,912"
VORNADO REALTY TRUST (XNYS:VNO),VNO,Consumer Services,$44.10,0.04,0.09%,8434609262,752008,$56.82,$27.64,1.42,0,"2,931,441"
VONTIER CORPORATION (XNYS:VNT),VNT,Capital Goods,$31.65,-0.61,-1.89%,5332933152,333445,$39.00,$26.36,#FIELD!,15.98,"2,007,486"
VENATOR MATERIALS PLC (XNYS:VNTR),VNTR,Basic Industries,$3.98,0.12,3.11%,424831779,216457,$5.24,$1.12,1.89,0,"614,334"
VOC ENERGY UNT (XNYS:VOC),VOC,Energy,$2.99,0.015,0.50%,50830000,36422,$4.08,$1.26,#FIELD!,#FIELD!,"201,437"
"VOYA FINANCIAL, INC. (XNYS:VOYA)",VOYA,Finance,$62.20,0.02,0.03%,7681083660,473096,$62.50,$29.75,1.45,50.32,"1,493,980"
"VISHAY PRECISION GROUP, INC. (XNYS:VPG)",VPG,Capital Goods,$33.44,-0.4,-1.18%,453958901,11696,$37.08,$16.56,1.46,42.92,"50,371"
Invesco PA Val Muni Inc (XNYS:VPV),VPV,,$12.85,-0.01,-0.08%,306209640,14205,$13.55,$9.15,1.62,#FIELD!,"37,569"
VERSO CORPORATION (XNYS:VRS),VRS,Basic Industries,$12.50,-0.03,-0.24%,421539225,261280,$13.56,$7.36,2.1,0,"212,221"
Vertiv Holdings Co (XNYS:VRT),VRT,Capital Goods,$21.10,-0.22,-1.03%,7216719313,2444170,$22.43,$4.75,#FIELD!,0,"4,158,828"
VERITIV CORPORATION (XNYS:VRTV),VRTV,Consumer Services,$25.15,-0.69,-2.67%,399723411,72292,$26.33,$5.70,2.08,79.5,"89,001"
"VISHAY INTERTECHNOLOGY, INC. (XNYS:VSH)",VSH,Capital Goods,$23.82,-0.84,-3.41%,3447486798,539467,$24.94,$11.23,1.47,29.09,"1,249,805"
VISTRA CORP. (XNYS:VST),VST,Public Utilities,$16.98,-0.435,-2.50%,8303041434,7231069,$24.20,$11.30,0.89,13.44,"6,415,359"
VISTA OUTDOOR INC. (XNYS:VSTO),VSTO,Capital Goods,$32.46,-0.83,-2.49%,1893174286,378354,$38.36,$4.29,0.48,36.79,"1,563,644"
Invesco Dyn Cred Opps (XNYS:VTA),VTA,,$11.12,0.02,0.18%,700339168,137155,$11.40,$5.92,1.78,#FIELD!,"259,677"
Invesco Tr Inv Grd NY (XNYS:VTN),VTN,,$13.08,-0.03,-0.23%,254769009,15944,$13.98,$9.26,1.83,#FIELD!,"30,534"
BRISTOW GROUP INC. (XNYS:VTOL),VTOL,Transportation,$26.73,-0.52,-1.91%,794161023,22712,$30.83,$10.50,1.43,0,"103,329"
"VENTAS, INC. (XNYS:VTR)",VTR,Consumer Services,$52.51,-0.24,-0.46%,19673347661,844647,$56.61,$13.35,1.31,45.35,"2,040,628"
VIAD CORP (XNYS:VVI),VVI,Miscellaneous,$42.50,-2,-4.49%,868209040,82414,$50.46,$11.25,2.1,0,"195,549"
"VIVINT SMART HOME, INC. (XNYS:VVNT)",VVNT,Technology,$16.56,-0.39,-2.30%,3374911341,370964,$32.00,$8.51,#FIELD!,0,"380,312"
Invesco Senior Income Tr (XNYS:VVR),VVR,,$4.23,0.018,0.43%,647013952,250475,$4.25,$1.90,1.32,#FIELD!,"554,916"
VALVOLINE INC. (XNYS:VVV),VVV,Basic Industries,$25.36,-0.14,-0.55%,4600842646,420041,$25.62,$9.06,1.41,14.37,"2,029,762"
VY GLOBAL GROWTH (XNYS:VYGG),VYGG,Finance,$11.06,-0.35,-3.07%,794937500,317583,$12.74,$9.63,#FIELD!,0,"748,497"
WAYFAIR INC. (XNYS:W),W,Consumer Services,$323.07,-12.58,-3.75%,33256249120,1619793,$369.00,$21.70,3.27,316.66,"2,191,158"
WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORPORATION (XNYS:WAB),WAB,Capital Goods,$75.08,0.21,0.28%,14182313407,1059486,$84.32,$35.07,1.66,34.51,"1,316,157"
WESTERN ALLIANCE BANCORPORATION (XNYS:WAL),WAL,Finance,$92.67,-2.995,-3.13%,9343334482,596257,$99.39,$20.90,1.69,18.96,"833,893"
WESTERN ALLIANCE BANCORPORATION (XNYS:WALA),WALA,Finance,$25.80,0.29,1.14%,0,12528,$26.26,$12.88,1.69,0,"9,615"
WATERS CORPORATION (XNYS:WAT),WAT,Capital Goods,$274.77,-2.27,-0.82%,17120643930,113605,$299.06,$154.39,0.81,33.15,"380,903"
500.COM LIMITED (XNYS:WBAI),WBAI,Consumer Services,$23.10,-1.79,-7.19%,993595195,745945,$35.00,$2.51,1.88,0,"1,194,013"
WESTPAC BANKING CORPORATION (XNYS:WBK),WBK,Finance,$18.84,0.04,0.21%,68019321816,56487,$19.33,$7.98,0.98,41.2,"123,889"
WEBSTER FINANCIAL CORPORATION (XNYS:WBS),WBS,Finance,$57.41,-0.02,-0.04%,5178324590,230041,$58.38,$18.16,1.63,24.5,"530,487"
"WELBILT, INC. (XNYS:WBT)",WBT,Technology,$16.39,-0.405,-2.41%,2318737628,601830,$16.93,$3.17,2.4,0,"1,371,787"
"WESCO INTERNATIONAL, INC. (XNYS:WCC)",WCC,Consumer Non-Durables,$86.63,0.78,0.91%,4335210103,214579,$89.53,$13.52,2.49,61.21,"637,901"
"WASTE CONNECTIONS, INC. (XNYS:WCN)",WCN,Public Utilities,$99.74,0.405,0.41%,26153815436,508400,$111.04,$70.87,0.62,128.21,"1,243,336"
"WALKER & DUNLOP, INC. (XNYS:WD)",WD,Finance,$102.65,0.46,0.45%,3205498769,52752,$106.45,$24.55,1.32,13.29,"208,493"
"WADDELL & REED FINANCIAL, INC. (XNYS:WDR)",WDR,Finance,$25.10,-0.005,-0.02%,1565877810,188198,$25.90,$9.87,1.45,0,"712,815"
Western Asset Prem Bond (XNYS:WEA),WEA,,$14.11,0.07,0.50%,167391685,10512,$14.45,$9.05,#FIELD!,#FIELD!,"28,165"
"WEC ENERGY GROUP, INC. (XNYS:WEC)",WEC,Public Utilities,$83.01,0.22,0.27%,26184220418,755158,$109.53,$68.01,0.13,21.84,"1,546,801"
Weidai Ltd. (XNYS:WEI),WEI,Finance,$1.74,0.0089,0.51%,122525424,242332,$5.49,$0.73,#FIELD!,0,"2,238,723"
WELLTOWER INC (XNYS:WELL),WELL,Consumer Services,$68.29,-0.19,-0.28%,28503087733,897286,$79.76,$24.27,1.03,0,"2,561,706"
WESTERN GAS EQUITY PARTNERS COM UNT (XNYS:WES),WES,Public Utilities,$18.50,0.2301,1.26%,7656078849,1042395,$18.70,$2.90,#FIELD!,#FIELD!,"1,816,877"
WEX INC. (XNYS:WEX),WEX,Miscellaneous,$217.01,3,1.40%,9576658895,164866,$234.64,$71.12,2.01,0,"350,998"
Woori Financial Group Inc. (XNYS:WF),WF,Finance,$26.09,0.4,1.56%,6281321248,6318,$28.50,$15.54,0.61,5.48,"21,994"
WELLS FARGO & COMPANY (XNYS:WFC),WFC,Finance,$37.26,0.165,0.45%,1.54E+11,9788105,$42.90,$20.76,1.31,93.04,"34,145,160"
"WINNEBAGO INDUSTRIES, INC. (XNYS:WGO)",WGO,Consumer Non-Durables,$71.65,-1.365,-1.87%,2404012153,168055,$74.66,$16.94,2.03,23.63,"709,665"
"WYNDHAM HOTELS & RESORTS, INC. (XNYS:WH)",WH,Consumer Services,$63.46,-1.64,-2.52%,5912546814,456197,$68.30,$14.50,#FIELD!,0,"865,380"
"CACTUS, INC. (XNYS:WHD)",WHD,Energy,$34.10,-0.28,-0.81%,2569945307,176517,$34.80,$8.16,#FIELD!,71.49,"347,999"
"WESTWOOD HOLDINGS GROUP, INC. (XNYS:WHG)",WHG,Finance,$17.56,0.01,0.06%,146221207,12569,$26.90,$9.42,1.55,0,"42,795"
WHIRLPOOL CORPORATION (XNYS:WHR),WHR,Consumer Durables,$196.82,-0.88,-0.45%,12395630111,253623,$214.68,$64.00,1.86,11.62,"832,019"
Western Asset Inf-Lk Inc (XNYS:WIA),WIA,,$12.96,0.08,0.62%,302269683,2991,$13.95,$8.73,#FIELD!,#FIELD!,"32,391"
WIPRO LIMITED (XNYS:WIT),WIT,Technology,$6.51,0.12,1.88%,35533987242,1119357,$6.74,$2.52,0.57,26.29,"2,111,845"
Western Asset Inf-Lk O&I (XNYS:WIW),WIW,,$12.32,0.015,0.12%,753482610,66413,$12.64,$8.24,#FIELD!,#FIELD!,"112,622"
WORKIVA INC. (XNYS:WK),WK,Technology,$103.32,-1.06,-1.02%,5124981340,99040,$114.68,$22.01,1.48,0,"429,070"
WESTLAKE CHEMICAL CORPORATION (XNYS:WLK),WLK,Basic Industries,$87.29,0.26,0.30%,11158640248,403704,$91.83,$28.99,1.47,33.92,"550,297"
WESTLAKE CHEMICAL PARTNERS UNT (XNYS:WLKP),WLKP,Basic Industries,$23.66,0.23,0.98%,832702935,81130,$24.64,$10.31,#FIELD!,#FIELD!,"191,068"
WHITING PETROLEUM CORPORATION (XNYS:WLL),WLL,Energy,$33.52,-0.455,-1.34%,1307085737,385749,$177.44,$12.36,4.16,0,"685,940"
"WASTE MANAGEMENT, INC. (XNYS:WM)",WM,Public Utilities,$113.48,1,0.89%,48019396539,1441926,$125.56,$85.34,0.76,32.05,"2,016,255"
"THE WILLIAMS COMPANIES, INC. (XNYS:WMB)",WMB,Public Utilities,$23.90,0.3114,1.32%,29011289651,3200409,$24.10,$8.41,1.54,138.43,"8,616,184"
WESTERN ASSET MORTGAGE CAPITAL CORPORATION (XNYS:WMC),WMC,Consumer Services,$3.46,0.14,4.22%,210411945,600521,$10.80,$1.37,2.27,0,"1,129,415"
"WEIS MARKETS, INC. (XNYS:WMK)",WMK,Consumer Services,$54.50,-0.79,-1.43%,1465965144,47787,$59.39,$32.44,0.11,12.56,"125,843"
"ADVANCED DRAINAGE SYSTEMS, INC. (XNYS:WMS)",WMS,Capital Goods,$111.09,-0.04,-0.04%,7873766700,180386,$113.85,$22.13,1.41,46.55,"497,663"
WALMART INC. (XNYS:WMT),WMT,Consumer Services,$131.15,-0.22,-0.17%,3.71E+11,5765599,$153.66,$102.00,0.47,27.73,"9,451,654"
WABASH NATIONAL CORPORATION (XNYS:WNC),WNC,Capital Goods,$17.77,0.259,1.48%,933520749,158329,$19.17,$6.26,1.89,0,"429,071"
WNS (HOLDINGS) LIMITED (XNYS:WNS),WNS,Miscellaneous,$76.09,0.74,0.98%,3783722408,53690,$78.07,$34.26,1.47,37.6,"184,377"
"WORTHINGTON INDUSTRIES, INC. (XNYS:WOR)",WOR,Capital Goods,$68.57,-0.54,-0.78%,3579432033,126265,$69.60,$19.28,1.12,6.65,"234,589"
"SLACK TECHNOLOGIES, INC. (XNYS:WORK)",WORK,Technology,$41.14,0.03,0.07%,23865254923,2394878,$44.57,$15.10,#FIELD!,0,"7,987,931"
"WIDEOPENWEST, INC. (XNYS:WOW)",WOW,Consumer Services,$15.88,0.63,4.13%,1379285174,331279,$15.95,$2.95,2.16,87.7,"391,467"
W.P. CAREY INC. (XNYS:WPC),WPC,Consumer Services,$68.11,-0.13,-0.19%,11946800291,692257,$84.67,$38.62,0.75,26.51,"973,235"
FOLEY TRASIMENE ACQUISITION CORP. (XNYS:WPF),WPF,Finance,$10.34,-0.0901,-0.86%,1337724563,1561395,$14.51,$9.74,#FIELD!,0,"4,671,909"
WASHINGTON PRIME GROUP INC. (XNYS:WPG),WPG,Consumer Services,$6.23,0,0.00%,129746422,303150,$25.74,$4.41,1.64,0,"1,018,988"
Wheaton Precious Metals Corp. (XNYS:WPM),WPM,Basic Industries,$37.00,1.32,3.70%,16623377612,1201686,$57.89,$18.66,0.33,37.52,"3,095,140"
WPP PLC (XNYS:WPP),WPP,Technology,$61.81,0.88,1.44%,15147555915,125373,$62.17,$27.18,1.5,0,"108,773"
W. R. BERKLEY CORPORATION (XNYS:WRB),WRB,Finance,$70.97,0.835,1.19%,12586484963,293918,$72.25,$43.05,0.82,24.71,"818,005"
WASHINGTON REAL ESTATE INVESTMENT TRUST (XNYS:WRE),WRE,,$22.86,-0.03,-0.13%,1929589740,143712,$29.17,$16.95,0.96,0,"378,553"
WEINGARTEN REALTY INVESTORS (XNYS:WRI),WRI,Consumer Services,$25.12,-0.76,-2.94%,3198102560,289774,$27.87,$12.01,1.56,29.63,"927,797"
WESTROCK COMPANY (XNYS:WRK),WRK,Consumer Durables,$46.84,0.67,1.45%,12343130144,3294481,$47.77,$21.50,1.23,0,"2,243,179"
"WILLIAMS-SONOMA, INC. (XNYS:WSM)",WSM,Consumer Services,$135.62,0.175,0.13%,10386443105,639661,$151.16,$26.01,1.61,19.89,"1,325,640"
"WATSCO, INC. (XNYS:WSO)",WSO,Consumer Durables,$248.65,-2.19,-0.87%,9568598284,105572,$265.18,$132.97,0.71,0,"218,350"
"WATSCO, INC. (XNYS:WSO)",WSO,,$251.85,0,0.00%,,115,$265.18,$132.97,0.71,0,"218,350"
WHITESTONE REIT (XNYS:WSR),WSR,Consumer Services,$9.27,-0.16,-1.70%,392624037,115008,$13.15,$4.71,1.44,68.44,"239,900"
"WEST PHARMACEUTICAL SERVICES, INC. (XNYS:WST)",WST,Basic Industries,$278.66,-4.33,-1.53%,20649549225,128920,$312.12,$124.53,0.97,61.98,"568,607"
"W&T OFFSHORE, INC. (XNYS:WTI)",WTI,Energy,$3.28,-0.025,-0.76%,464323991,1073922,$3.97,$1.07,3.32,8.29,"4,006,917"
"WHITE MOUNTAINS INSURANCE GROUP, LTD. (XNYS:WTM)",WTM,Finance,"$1,190.13",-6.87,-0.57%,3691796351,79218,"$1,267.52",$629.21,0.51,5.19,"23,598"
